agent_id,scaffold,model,benchmark,n_tasks,n_correct,total_cost,date,run_id,source_file,accuracy
Scicode Zero Shot Agent__openai/o4-mini-2025-04-16__scicode_scicode_zero_shot_agent_o4mini20250416_low_1745290900,Scicode Zero Shot Agent,openai/o4-mini-2025-04-16,scicode,65,6,1.7412956000000002,2025-04-21,scicode_scicode_zero_shot_agent_o4mini20250416_low_1745290900,scicode_scicode_zero_shot_agent_o4mini20250416_low_1745290900_UPLOAD.zip,0.09230769230769231
Scicode Zero Shot Agent__together_ai/deepseek-ai/DeepSeek-R1__scicode_scicode_zero_shot_agent_deepseekaideepseekr1_1753815994,Scicode Zero Shot Agent,together_ai/deepseek-ai/DeepSeek-R1,scicode,65,0,9.176817,2025-07-29,scicode_scicode_zero_shot_agent_deepseekaideepseekr1_1753815994,scicode_scicode_zero_shot_agent_deepseekaideepseekr1_1753815994_UPLOAD.zip,0.0
Scicode Zero Shot Agent__together_ai/deepseek-ai/DeepSeek-V3__scicode_scicode_zero_shot_agent_deepseekaideepseekv3_1745456160,Scicode Zero Shot Agent,together_ai/deepseek-ai/DeepSeek-V3,scicode,65,2,0.79236125,2025-04-23,scicode_scicode_zero_shot_agent_deepseekaideepseekv3_1745456160,scicode_scicode_zero_shot_agent_deepseekaideepseekv3_1745456160_UPLOAD.zip,0.03076923076923077
SeeAct__claude-3-7-sonnet-20250219__seeact_claude-3-7-sonnet-20250219,SeeAct,claude-3-7-sonnet-20250219,online_mind2web,300,85,291.96709500000003,2025-05-09,seeact_claude-3-7-sonnet-20250219,seeact_claude-3-7-sonnet-20250219_UPLOAD.zip,0.2833333333333333
SeeAct__claude-3-7-sonnet-20250219__seeact_claude-3-7-sonnet-20250219_thinking_high_4096,SeeAct,claude-3-7-sonnet-20250219,online_mind2web,300,91,367.508154,2025-05-25,seeact_claude-3-7-sonnet-20250219_thinking_high_4096,seeact_claude-3-7-sonnet-20250219_thinking_high_4096_UPLOAD.zip,0.30333333333333334
SeeAct__claude-sonnet-4-20250514__seeact_claude-sonnet-4-20250514,SeeAct,claude-sonnet-4-20250514,online_mind2web,300,110,246.179502,2025-08-10,seeact_claude-sonnet-4-20250514,seeact_claude-sonnet-4-20250514_UPLOAD.zip,0.36666666666666664
SeeAct__claude-sonnet-4-20250514__seeact_claude-sonnet-4-20250514_thinking_high_4096,SeeAct,claude-sonnet-4-20250514,online_mind2web,300,110,326.405703,2025-08-14,seeact_claude-sonnet-4-20250514_thinking_high_4096,seeact_claude-sonnet-4-20250514_thinking_high_4096_UPLOAD.zip,0.36666666666666664
SeeAct__gemini/gemini-2.0-flash__seeact_gemini-2.0-flash,SeeAct,gemini/gemini-2.0-flash,online_mind2web,300,80,5.033895800000001,2025-07-11,seeact_gemini-2.0-flash,seeact_gemini-2.0-flash_UPLOAD.zip,0.26666666666666666
SeeAct__gemini/gemini-2.5-pro-preview-03-25__seeact_gemini-2.5-pro-preview-03-25,SeeAct,gemini/gemini-2.5-pro-preview-03-25,online_mind2web,300,119,153.60880625,2025-06-02,seeact_gemini-2.5-pro-preview-03-25,seeact_gemini-2.5-pro-preview-03-25_UPLOAD.zip,0.39666666666666667
SeeAct__gpt-4.1-2025-04-14__seeact_gpt-4.1-2025-04-14,SeeAct,gpt-4.1-2025-04-14,online_mind2web,300,91,271.237592,2025-05-05,seeact_gpt-4.1-2025-04-14,seeact_gpt-4.1-2025-04-14_UPLOAD.zip,0.30333333333333334
SeeAct__gpt-5-2025-08-07__seeact_gpt-5_reasoning_effort_high,SeeAct,gpt-5-2025-08-07,online_mind2web,300,125,342.93202,2025-08-20,seeact_gpt-5_reasoning_effort_high,seeact_gpt-5_reasoning_effort_high_UPLOAD.zip,0.4166666666666667
SeeAct__gpt-5-2025-08-07__seeact_gpt-5_reasoning_effort_medium,SeeAct,gpt-5-2025-08-07,online_mind2web,300,127,171.06904375000002,2025-08-13,seeact_gpt-5_reasoning_effort_medium,seeact_gpt-5_reasoning_effort_medium_UPLOAD.zip,0.42333333333333334
SeeAct__gpt-5-2025-08-07__seeact_gpt-5_reasoning_effort_minimal,SeeAct,gpt-5-2025-08-07,online_mind2web,300,91,78.8648775,2025-08-11,seeact_gpt-5_reasoning_effort_minimal,seeact_gpt-5_reasoning_effort_minimal_UPLOAD.zip,0.30333333333333334
SeeAct__o3-2025-04-16__seeact_o3-2025-04-16,SeeAct,o3-2025-04-16,online_mind2web,300,117,1293.68746,2025-05-18,seeact_o3-2025-04-16,seeact_o3-2025-04-16_UPLOAD.zip,0.39
SeeAct__o4-mini-2025-04-16__seeact_o4-mini_reasoning_effort_high,SeeAct,o4-mini-2025-04-16,online_mind2web,300,96,228.9760572,2025-05-04,seeact_o4-mini_reasoning_effort_high,seeact_o4-mini_reasoning_effort_high_UPLOAD.zip,0.32
SeeAct__o4-mini-2025-04-16__seeact_o4-mini_reasoning_effort_low,SeeAct,o4-mini-2025-04-16,online_mind2web,300,95,162.3607172,2025-05-10,seeact_o4-mini_reasoning_effort_low,seeact_o4-mini_reasoning_effort_low_UPLOAD.zip,0.31666666666666665
SeeAct__openrouter/anthropic/claude-haiku-4.5__seeact_claude-haiku-4-5-20251001,SeeAct,openrouter/anthropic/claude-haiku-4.5,online_mind2web,300,98,66.783088,2025-10-28,seeact_claude-haiku-4-5-20251001,seeact_claude-haiku-4-5-20251001_UPLOAD.zip,0.32666666666666666
SeeAct__openrouter/anthropic/claude-haiku-4.5__seeact_claude-haiku-4-5-20251001_thinking_high_4096,SeeAct,openrouter/anthropic/claude-haiku-4.5,online_mind2web,300,109,89.16919,2025-10-28,seeact_claude-haiku-4-5-20251001_thinking_high_4096,seeact_claude-haiku-4-5-20251001_thinking_high_4096_UPLOAD.zip,0.36333333333333334
SeeAct__openrouter/anthropic/claude-sonnet-4.5__seeact_claude-sonnet-4-5-20250929,SeeAct,openrouter/anthropic/claude-sonnet-4.5,online_mind2web,300,105,204.857844,2025-10-28,seeact_claude-sonnet-4-5-20250929,seeact_claude-sonnet-4-5-20250929_UPLOAD.zip,0.35
SeeAct__openrouter/anthropic/claude-sonnet-4.5__seeact_claude-sonnet-4-5-20250929_thinking_high_4096,SeeAct,openrouter/anthropic/claude-sonnet-4.5,online_mind2web,300,114,293.15486699999997,2025-10-28,seeact_claude-sonnet-4-5-20250929_thinking_high_4096,seeact_claude-sonnet-4-5-20250929_thinking_high_4096_UPLOAD.zip,0.38
colbench_backend_programming colbench_example_agent__gemini/gemini-2.0-flash__colbench_backend_programming_colbench_backend_programming_colbench_example_agentgemini20flash_1758546469,colbench_backend_programming colbench_example_agent,gemini/gemini-2.0-flash,colbench_backend_programming,1000,338,6.0130729,2025-09-22,colbench_backend_programming_colbench_backend_programming_colbench_example_agentgemini20flash_1758546469,colbench_backend_programming_colbench_backend_programming_colbench_example_agentgemini20flash_1758546469_UPLOAD.zip,0.338
colbench_backend_programming colbench_example_agent__gpt-5__colbench_backend_programming_colbench_backend_programming_colbench_example_agentgpt5openaimedium_1758581642,colbench_backend_programming colbench_example_agent,gpt-5,colbench_backend_programming,1000,223,52.54643625000001,2025-09-22,colbench_backend_programming_colbench_backend_programming_colbench_example_agentgpt5openaimedium_1758581642,colbench_backend_programming_colbench_backend_programming_colbench_example_agentgpt5openaimedium_1758581642_UPLOAD.zip,0.223
colbench_backend_programming colbench_example_agent__o3-2025-04-16__colbench_backend_programming_colbench_backend_programming_colbench_example_agento320250416medium_1758572310,colbench_backend_programming colbench_example_agent,o3-2025-04-16,colbench_backend_programming,1000,371,106.5976175,2025-09-22,colbench_backend_programming_colbench_backend_programming_colbench_example_agento320250416medium_1758572310,colbench_backend_programming_colbench_backend_programming_colbench_example_agento320250416medium_1758572310_UPLOAD.zip,0.371
colbench_backend_programming colbench_example_agent__o4-mini-2025-04-16__colbench_backend_programming_colbench_backend_programming_colbench_example_agento4mini20250416high_1758569130,colbench_backend_programming colbench_example_agent,o4-mini-2025-04-16,colbench_backend_programming,1000,343,31.3843466,2025-09-22,colbench_backend_programming_colbench_backend_programming_colbench_example_agento4mini20250416high_1758569130,colbench_backend_programming_colbench_backend_programming_colbench_example_agento4mini20250416high_1758569130_UPLOAD.zip,0.343
colbench_backend_programming colbench_example_agent__o4-mini-2025-04-16__colbench_backend_programming_colbench_backend_programming_colbench_example_agento4mini20250416low_1758506687,colbench_backend_programming colbench_example_agent,o4-mini-2025-04-16,colbench_backend_programming,1000,372,14.7291319,2025-09-22,colbench_backend_programming_colbench_backend_programming_colbench_example_agento4mini20250416low_1758506687,colbench_backend_programming_colbench_backend_programming_colbench_example_agento4mini20250416low_1758506687_UPLOAD.zip,0.372
colbench_backend_programming colbench_example_agent__openrouter/anthropic/claude-3.7-sonnet:thinking__colbench_backend_programming_colbench_backend_programming_colbench_example_agentclaude37sonnetthinking_1758575463,colbench_backend_programming colbench_example_agent,openrouter/anthropic/claude-3.7-sonnet:thinking,colbench_backend_programming,1000,400,40.596878,2025-09-22,colbench_backend_programming_colbench_backend_programming_colbench_example_agentclaude37sonnetthinking_1758575463,colbench_backend_programming_colbench_backend_programming_colbench_example_agentclaude37sonnetthinking_1758575463_UPLOAD.zip,0.4
colbench_backend_programming colbench_example_agent__openrouter/anthropic/claude-3.7-sonnet:thinking__colbench_backend_programming_colbench_backend_programming_colbench_example_agentclaude37sonnetthinkinghigh_1758549642,colbench_backend_programming colbench_example_agent,openrouter/anthropic/claude-3.7-sonnet:thinking,colbench_backend_programming,1000,407,35.1545455,2025-09-22,colbench_backend_programming_colbench_backend_programming_colbench_example_agentclaude37sonnetthinkinghigh_1758549642,colbench_backend_programming_colbench_backend_programming_colbench_example_agentclaude37sonnetthinkinghigh_1758549642_UPLOAD.zip,0.407
colbench_backend_programming colbench_example_agent__openrouter/anthropic/claude-3.7-sonnet__colbench_backend_programming_colbench_backend_programming_colbench_example_agentclaude37sonnet_1758578559,colbench_backend_programming colbench_example_agent,openrouter/anthropic/claude-3.7-sonnet,colbench_backend_programming,1000,412,23.6297285,2025-09-22,colbench_backend_programming_colbench_backend_programming_colbench_example_agentclaude37sonnet_1758578559,colbench_backend_programming_colbench_backend_programming_colbench_example_agentclaude37sonnet_1758578559_UPLOAD.zip,0.412
colbench_backend_programming colbench_example_agent__openrouter/deepseek/deepseek-chat-v3-0324__colbench_backend_programming_colbench_backend_programming_colbench_example_agentdeepseekchatv30324_1758584800,colbench_backend_programming colbench_example_agent,openrouter/deepseek/deepseek-chat-v3-0324,colbench_backend_programming,1000,245,2.10287378,2025-09-23,colbench_backend_programming_colbench_backend_programming_colbench_example_agentdeepseekchatv30324_1758584800,colbench_backend_programming_colbench_backend_programming_colbench_example_agentdeepseekchatv30324_1758584800_UPLOAD.zip,0.245
colbench_example_agent_gpt41__gpt-4.1-2025-04-14__colbench_backend_programming_colbench_example_agent_gpt41_1758503208,colbench_example_agent_gpt41,gpt-4.1-2025-04-14,colbench_backend_programming,1000,386,15.9881365,2025-09-22,colbench_backend_programming_colbench_example_agent_gpt41_1758503208,colbench_backend_programming_colbench_example_agent_gpt41_1758503208_UPLOAD.zip,0.386
coreagent__openai/o3-mini-2025-01-31__corebench_hard_coreagent_1744839552,coreagent,openai/o3-mini-2025-01-31,corebench_hard,45,9,21.8612938,2025-04-17,corebench_hard_coreagent_1744839552,corebench_hard_coreagent_1744839552_UPLOAD.zip,0.2
hal_generalist_agent_deepseekaideepseekr1__together_ai/deepseek-ai/DeepSeek-R1__swebench_verified_mini_hal_generalist_agent_deepseekaideepseekr1_1744619918,hal_generalist_agent_deepseekaideepseekr1,together_ai/deepseek-ai/DeepSeek-R1,swebench_verified_mini,50,3,146.70910600000002,2025-04-14,swebench_verified_mini_hal_generalist_agent_deepseekaideepseekr1_1744619918,swebench_verified_mini_hal_generalist_agent_deepseekaideepseekr1_1744619918_UPLOAD.zip,0.06
hal_generalist_agent_deepseekaideepseekv3__together_ai/deepseek-ai/DeepSeek-V3__swebench_verified_mini_hal_generalist_agent_deepseekaideepseekv3_1744610459,hal_generalist_agent_deepseekaideepseekv3,together_ai/deepseek-ai/DeepSeek-V3,swebench_verified_mini,50,5,30.165090000000003,2025-04-14,swebench_verified_mini_hal_generalist_agent_deepseekaideepseekv3_1744610459,swebench_verified_mini_hal_generalist_agent_deepseekaideepseekv3_1744610459_UPLOAD.zip,0.1
hal_generalist_agent_gemini20flash__gemini/gemini-2.0-flash__swebench_verified_mini_hal_generalist_agent_gemini20flash_1744635676,hal_generalist_agent_gemini20flash,gemini/gemini-2.0-flash,swebench_verified_mini,50,1,7.330111,2025-04-14,swebench_verified_mini_hal_generalist_agent_gemini20flash_1744635676,swebench_verified_mini_hal_generalist_agent_gemini20flash_1744635676_UPLOAD.zip,0.02
hal_generalist_agent_o3mini20250131_high__o3-mini-2025-01-31__swebench_verified_mini_hal_generalist_agent_o3mini20250131_high_1744606601,hal_generalist_agent_o3mini20250131_high,o3-mini-2025-01-31,swebench_verified_mini,50,0,8.092064200000001,2025-04-14,swebench_verified_mini_hal_generalist_agent_o3mini20250131_high_1744606601,swebench_verified_mini_hal_generalist_agent_o3mini20250131_high_1744606601_UPLOAD.zip,0.0
hal_generalist_agent_o3mini20250131_low__o3-mini-2025-01-31__swebench_verified_mini_hal_generalist_agent_o3mini20250131_low_1744603516,hal_generalist_agent_o3mini20250131_low,o3-mini-2025-01-31,swebench_verified_mini,50,0,11.078982200000002,2025-04-14,swebench_verified_mini_hal_generalist_agent_o3mini20250131_low_1744603516,swebench_verified_mini_hal_generalist_agent_o3mini20250131_low_1744603516_UPLOAD.zip,0.0
sab_selfdebug_dsr1__together_ai/deepseek-ai/DeepSeek-R1__scienceagentbench_sab_selfdebug_dsr1_1744769491,sab_selfdebug_dsr1,together_ai/deepseek-ai/DeepSeek-R1,scienceagentbench,102,24,18.242402,2025-04-16,scienceagentbench_sab_selfdebug_dsr1_1744769491,scienceagentbench_sab_selfdebug_dsr1_1744769491_UPLOAD.zip,0.23529411764705882
sab_selfdebug_gpt_41__gpt-4.1-2025-04-14__scienceagentbench_sab_selfdebug_gpt_41_1744993235,sab_selfdebug_gpt_41,gpt-4.1-2025-04-14,scienceagentbench,102,25,7.41574,2025-04-18,scienceagentbench_sab_selfdebug_gpt_41_1744993235,scienceagentbench_sab_selfdebug_gpt_41_1744993235_UPLOAD.zip,0.24509803921568626
